Format Version,1.23,Take Name,Test001_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-01-28 10.35.53.020 AM,Capture Start Frame,220955,Total Frames in Take,2508,Total Exported Frames,2508,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
492,4.100000,-0.077949,0.074256,0.298997,-0.948162,0.246930,1.430490,0.169014,0.000140,0.231238,1.401218,0.177472,0.978585,0.200685,1.434639,0.151310,0.940957,0.273852,1.461555,0.175141,0.978952,0.281946,1.424550,0.172131,0.964590,0.494072,0.343187,-0.412187,0.684265,-0.192169,1.466668,0.100314,0.000239,-0.223341,1.487813,0.100526,0.948862,-0.158656,1.485633,0.100052,0.946337,-0.216438,1.456532,0.101791,0.933976,-0.170241,1.436694,0.098888,0.948840,-0.246212,-0.126342,0.444074,-0.852183,0.005491,1.419490,0.127656,0.000265,-0.028801,1.436385,0.126940,0.946096,0.027771,1.399842,0.124225,0.908742,0.030648,1.437289,0.138820,0.930266,-0.007655,1.404446,0.120638,0.920275,-0.028789,1.436502,0.126981,0.027558,1.400114,0.123971,0.030450,1.437193,0.138751,-0.007469,1.404425,0.120667,0.352753,1.460847,0.200451,0.110952,1.412476,0.130336,-0.123754,1.452526,0.110402,-0.223287,1.487840,0.100503,-0.158919,1.485456,0.100067,-0.216235,1.456589,0.101814,-0.170236,1.436788,0.098873,0.231314,1.401145,0.177542,0.200811,1.434728,0.151299,0.273757,1.461616,0.175132,0.281839,1.424473,0.172082,,,,,,,,,,,,,,,,,,,,,
493,4.108333,-0.077412,0.073732,0.297247,-0.948797,0.247063,1.429833,0.169020,0.000108,0.231489,1.400512,0.177528,0.978471,0.200783,1.433792,0.151365,0.956528,0.273877,1.461004,0.175084,0.979158,0.282104,1.424025,0.172104,0.957232,0.490383,0.346081,-0.414827,0.683865,-0.192174,1.464418,0.100378,0.000222,-0.223374,1.485519,0.100812,0.963374,-0.158693,1.483429,0.099706,0.917645,-0.216412,1.454254,0.102135,0.950810,-0.170217,1.434469,0.098857,0.955197,-0.247306,-0.128455,0.441702,-0.852783,0.005521,1.417998,0.127680,0.000305,-0.028861,1.434713,0.127077,0.959344,0.027901,1.398483,0.124140,0.930936,0.030598,1.435885,0.138883,0.947258,-0.007554,1.402913,0.120618,0.914419,-0.028728,1.434788,0.127025,0.027687,1.398585,0.124000,0.030405,1.435802,0.138895,-0.007279,1.402817,0.120799,0.352683,1.460522,0.200614,0.111066,1.411212,0.130512,-0.123704,1.450514,0.110472,-0.223327,1.485597,0.100927,-0.158934,1.483211,0.099648,-0.216288,1.454260,0.101982,-0.170148,1.434603,0.098953,0.231477,1.400508,0.177613,0.200956,1.433792,0.151354,0.273822,1.461028,0.175142,0.281997,1.424005,0.171972,,,,,,,,,,,,,,,,,,,,,
494,4.116667,-0.077455,0.073460,0.295811,-0.949263,0.247101,1.429081,0.169066,0.000123,0.231619,1.399712,0.177580,0.978471,0.200803,1.432898,0.151427,0.956528,0.273821,1.460334,0.175119,0.979158,0.282160,1.423380,0.172138,0.957232,0.491729,0.344140,-0.410245,0.686636,-0.192250,1.462099,0.100559,0.000231,-0.223573,1.483021,0.100690,0.963374,-0.158874,1.481302,0.100242,0.917645,-0.216446,1.451795,0.102063,0.950810,-0.170108,1.432278,0.099243,0.955197,-0.246991,-0.129477,0.440415,-0.853385,0.005624,1.416373,0.127770,0.000359,-0.028815,1.432973,0.127216,0.959344,0.028065,1.396933,0.124195,0.930936,0.030655,1.434338,0.138950,0.947258,-0.007409,1.401247,0.120718,0.914419,-0.028671,1.433066,0.127175,0.027858,1.397014,0.124054,0.030381,1.434220,0.138933,-0.007073,1.401191,0.120918,0.352709,1.460176,0.200638,0.111170,1.410129,0.130629,-0.123739,1.448375,0.110606,-0.223544,1.482973,0.100617,-0.159057,1.481128,0.100283,-0.216279,1.451901,0.102150,-0.170121,1.432396,0.099187,0.231632,1.399614,0.177697,0.200984,1.432969,0.151399,0.273755,1.460352,0.175148,0.282032,1.423388,0.172020,,,,,,,,,,,,,,,,,,,,,
495,4.125000,-0.076328,0.073751,0.294177,-0.949839,0.247182,1.428428,0.169116,0.000147,0.231795,1.399032,0.177707,0.979358,0.200873,1.432049,0.151464,0.949785,0.273801,1.459783,0.175088,0.971414,0.282260,1.422849,0.172205,0.952200,0.488440,0.345508,-0.411574,0.687501,-0.192227,1.459758,0.100600,0.000320,-0.223601,1.480603,0.100788,0.978781,-0.158901,1.479042,0.100006,0.904920,-0.216389,1.449402,0.102285,0.941724,-0.170017,1.429986,0.099320,0.951838,-0.246577,-0.130171,0.439115,-0.854068,0.005802,1.414759,0.127865,0.000277,-0.028691,1.431247,0.127334,0.958488,0.028303,1.395392,0.124276,0.913585,0.030782,1.432807,0.139025,0.957060,-0.007187,1.399590,0.120824,0.899416,-0.028580,1.431303,0.127225,0.028049,1.395455,0.124050,0.030631,1.432769,0.139097,-0.006893,1.399508,0.121086,0.352675,1.459985,0.200685,0.111353,1.408798,0.130638,-0.123676,1.446349,0.110711,-0.223549,1.480542,0.100762,-0.159162,1.478766,0.100027,-0.216211,1.449551,0.102311,-0.169987,1.430175,0.099300,0.231784,1.399022,0.177788,0.201074,1.432054,0.151463,0.273731,1.459855,0.175142,0.282141,1.422782,0.172072,,,,,,,,,,,,,,,,,,,,,
496,4.133333,-0.075772,0.073096,0.292651,-0.950406,0.247252,1.427774,0.169200,0.000121,0.231973,1.398337,0.177841,0.962409,0.200907,1.431227,0.151611,0.965296,0.273778,1.459221,0.175103,0.980758,0.282352,1.422312,0.172245,0.955501,0.486853,0.347867,-0.411518,0.687470,-0.192254,1.457445,0.100805,0.000272,-0.223698,1.478182,0.101132,0.980061,-0.158997,1.476844,0.100058,0.908244,-0.216371,1.447006,0.102601,0.933264,-0.169947,1.427750,0.099430,0.962017,-0.246820,-0.130599,0.438245,-0.854380,0.005962,1.413136,0.128003,0.000301,-0.028562,1.429558,0.127487,0.949814,0.028501,1.393815,0.124397,0.912145,0.030908,1.431222,0.139178,0.953686,-0.006998,1.397948,0.120949,0.913074,-0.028376,1.429567,0.127412,0.028210,1.393829,0.124200,0.030738,1.431252,0.139244,-0.006723,1.397897,0.121156,0.352642,1.459795,0.200734,0.111515,1.407495,0.130786,-0.123684,1.444156,0.110831,-0.223678,1.478209,0.101204,-0.159269,1.476599,0.100028,-0.216139,1.447086,0.102497,-0.169928,1.427887,0.099492,0.232022,1.398261,0.177962,0.201021,1.431286,0.151558,0.273744,1.459269,0.175153,0.282222,1.422281,0.172127,,,,,,,,,,,,,,,,,,,,,
497,4.141667,-0.074663,0.074088,0.290929,-0.950945,0.247271,1.427012,0.169229,0.000160,0.232075,1.397551,0.177938,0.962409,0.200939,1.430260,0.151564,0.965296,0.273685,1.458563,0.175075,0.980758,0.282384,1.421674,0.172340,0.955501,0.487521,0.347405,-0.409411,0.688488,-0.192270,1.454878,0.100795,0.000278,-0.223774,1.475525,0.101018,0.980061,-0.159066,1.474371,0.100198,0.908244,-0.216365,1.444369,0.102485,0.933264,-0.169874,1.425247,0.099477,0.962017,-0.245886,-0.130064,0.436000,-0.855878,0.006102,1.411532,0.128178,0.000342,-0.028505,1.427776,0.127571,0.949814,0.028745,1.392319,0.124651,0.912145,0.030938,1.429771,0.139353,0.953686,-0.006768,1.396262,0.121138,0.913074,-0.028246,1.427827,0.127511,0.028443,1.392434,0.124473,0.030719,1.429746,0.139396,-0.006505,1.396121,0.121332,0.352613,1.459584,0.200776,0.111708,1.406399,0.131050,-0.123713,1.441892,0.110954,-0.223756,1.475594,0.101004,-0.159361,1.474105,0.100211,-0.216137,1.444427,0.102493,-0.169824,1.425387,0.099470,0.232067,1.397506,0.177986,0.201149,1.430264,0.151587,0.273666,1.458632,0.175096,0.282201,1.421646,0.172248,,,,,,,,,,,,,,,,,,,,,
498,4.150000,-0.072906,0.073956,0.289468,-0.951537,0.247364,1.426370,0.169314,0.000159,0.232263,1.396896,0.178145,0.969208,0.201003,1.429421,0.151690,0.964680,0.273693,1.458017,0.175016,0.966209,0.282496,1.421144,0.172403,0.948119,0.486526,0.349969,-0.409176,0.688033,-0.192231,1.452535,0.101062,0.000176,-0.223799,1.473082,0.101453,0.983884,-0.159092,1.472133,0.100345,0.938585,-0.216285,1.441948,0.102845,0.949212,-0.169749,1.422976,0.099606,0.980295,-0.245836,-0.130775,0.435859,-0.855856,0.006373,1.409809,0.128377,0.000351,-0.028245,1.426033,0.127821,0.967509,0.029022,1.390612,0.124812,0.915473,0.031210,1.428056,0.139533,0.930941,-0.006498,1.394536,0.121343,0.929867,-0.028158,1.426126,0.127797,0.028843,1.390898,0.124794,0.031083,1.427818,0.139473,-0.006279,1.394394,0.121446,0.352544,1.459170,0.200853,0.111873,1.405067,0.131024,-0.123638,1.439750,0.111086,-0.223798,1.473116,0.101508,-0.159284,1.471982,0.100322,-0.216107,1.442004,0.102766,-0.169736,1.423038,0.099652,0.232333,1.396847,0.178234,0.201131,1.429472,0.151661,0.273636,1.458134,0.175053,0.282356,1.421025,0.172306,,,,,,,,,,,,,,,,,,,,,
499,4.158333,-0.076662,0.074358,0.287085,-0.951933,0.247472,1.425647,0.169605,0.000190,0.232499,1.396038,0.178196,0.969208,0.201152,1.428569,0.151852,0.964680,0.273615,1.457395,0.175599,0.966209,0.282621,1.420586,0.172775,0.948119,0.484399,0.351661,-0.407908,0.689423,-0.192237,1.450127,0.101235,0.000240,-0.223927,1.470486,0.101643,0.983884,-0.159217,1.469923,0.100416,0.938585,-0.216224,1.439400,0.103084,0.949212,-0.169580,1.420701,0.099795,0.980295,-0.245434,-0.131255,0.434186,-0.856748,0.006529,1.408094,0.128516,0.000360,-0.028152,1.424179,0.127960,0.967509,0.029255,1.388986,0.124953,0.915473,0.031296,1.426442,0.139664,0.930941,-0.006281,1.392767,0.121488,0.929867,-0.028073,1.424276,0.127917,0.029083,1.389250,0.124903,0.031142,1.426195,0.139610,-0.006034,1.392654,0.121635,0.352581,1.458852,0.200877,0.112017,1.403689,0.131165,-0.123496,1.437614,0.111279,-0.223794,1.470530,0.101693,-0.159543,1.469781,0.100398,-0.216062,1.439453,0.103009,-0.169549,1.420745,0.099839,0.232443,1.396118,0.178453,0.201272,1.428422,0.151690,0.273728,1.457554,0.175913,0.282444,1.420492,0.172366,,,,,,,,,,,,,,,,,,,,,
500,4.166667,-0.072223,0.074079,0.285865,-0.952669,0.247498,1.424861,0.169466,0.000102,0.232614,1.395296,0.178356,0.967020,0.201119,1.427533,0.151828,0.964010,0.273591,1.456715,0.175108,0.984841,0.282667,1.419902,0.172573,0.970190,0.482566,0.351797,-0.407077,0.691128,-0.192166,1.447698,0.101384,0.000261,-0.223937,1.467932,0.101712,0.952340,-0.159225,1.467621,0.100507,0.910361,-0.216111,1.436882,0.103263,0.933475,-0.169393,1.418357,0.100055,0.974074,-0.244677,-0.132397,0.432887,-0.857446,0.006704,1.406376,0.128684,0.000380,-0.028036,1.422337,0.128185,0.960168,0.029492,1.387349,0.125086,0.921625,0.031424,1.424817,0.139782,0.920335,-0.006063,1.391002,0.121683,0.915463,-0.027938,1.422454,0.128140,0.029321,1.387601,0.125015,0.031230,1.424569,0.139731,-0.005796,1.390879,0.121851,0.352642,1.458486,0.200898,0.112218,1.402417,0.131241,-0.123380,1.435477,0.111473,-0.223797,1.467989,0.101828,-0.159561,1.467507,0.100455,-0.215903,1.436913,0.103100,-0.169405,1.418384,0.100154,0.232614,1.395193,0.178439,0.201247,1.427596,0.151809,0.273554,1.456761,0.175120,0.282575,1.419895,0.172497,,,,,,,,,,,,,,,,,,,,,
501,4.175000,-0.071253,0.075360,0.284028,-0.953191,0.247595,1.424092,0.169561,0.000130,0.232795,1.394500,0.178506,0.967020,0.201244,1.426551,0.151818,0.964010,0.273566,1.456052,0.175163,0.984841,0.282774,1.419263,0.172755,0.970190,0.481494,0.352930,-0.405745,0.692081,-0.192178,1.445111,0.101543,0.000261,-0.224038,1.465203,0.101875,0.952340,-0.159326,1.465181,0.100639,0.910361,-0.216073,1.434189,0.103439,0.933475,-0.169274,1.415871,0.100218,0.974074,-0.243618,-0.132719,0.431476,-0.858408,0.006885,1.404673,0.128847,0.000355,-0.027914,1.420505,0.128340,0.960168,0.029741,1.385724,0.125268,0.921625,0.031543,1.423224,0.139901,0.920335,-0.005829,1.389241,0.121878,0.915463,-0.027827,1.420589,0.128301,0.029514,1.385937,0.125202,0.031400,1.423034,0.139867,-0.005545,1.389133,0.122017,0.352502,1.458377,0.201138,0.112437,1.401276,0.131501,-0.123317,1.433212,0.111606,-0.223897,1.465261,0.101945,-0.159687,1.465068,0.100613,-0.215850,1.434243,0.103335,-0.169277,1.415873,0.100279,0.232850,1.394492,0.178539,0.201331,1.426543,0.151812,0.273581,1.456189,0.175199,0.282618,1.419143,0.172692,,,,,,,,,,,,,,,,,,,,,
502,4.183333,-0.071001,0.075323,0.282339,-0.953714,0.247713,1.423305,0.169709,0.000139,0.233017,1.393669,0.178679,0.972342,0.201353,1.425588,0.151968,0.963692,0.273573,1.455360,0.175285,0.982325,0.282909,1.418602,0.172905,0.952806,0.481618,0.353644,-0.404011,0.692643,-0.192126,1.442600,0.101682,0.000233,-0.224056,1.462581,0.102005,0.978647,-0.159343,1.462784,0.100845,0.911677,-0.215986,1.431593,0.103534,0.927061,-0.169120,1.413441,0.100342,0.985432,-0.243176,-0.132947,0.430050,-0.859214,0.007055,1.402949,0.129009,0.000322,-0.027797,1.418663,0.128488,0.964965,0.029975,1.384075,0.125444,0.917154,0.031649,1.421589,0.140056,0.954090,-0.005606,1.387470,0.122047,0.911911,-0.027710,1.418751,0.128421,0.029732,1.384266,0.125325,0.031533,1.421447,0.140066,-0.005333,1.387333,0.122223,0.352545,1.458015,0.201198,0.112607,1.399879,0.131698,-0.123219,1.431004,0.111775,-0.223984,1.462602,0.102046,-0.159679,1.462675,0.100837,-0.215735,1.431726,0.103468,-0.169106,1.413395,0.100375,0.233084,1.393609,0.178743,0.201488,1.425642,0.151958,0.273540,1.455421,0.175295,0.282741,1.418546,0.172841,,,,,,,,,,,,,,,,,,,,,
503,4.191667,-0.071099,0.074901,0.280441,-0.954300,0.247870,1.422543,0.169749,0.000151,0.233298,1.392848,0.178725,0.972342,0.201491,1.424641,0.152034,0.963692,0.273603,1.454702,0.175312,0.982325,0.283086,1.417982,0.172925,0.952806,0.478421,0.353619,-0.404404,0.694640,-0.192072,1.440011,0.101836,0.000249,-0.224068,1.459888,0.102075,0.978647,-0.159358,1.460297,0.100815,0.911677,-0.215893,1.428938,0.103797,0.927061,-0.168972,1.410920,0.100655,0.985432,-0.242019,-0.133462,0.428515,-0.860227,0.007247,1.401191,0.129137,0.000272,-0.027669,1.416762,0.128621,0.964965,0.030241,1.382404,0.125583,0.917154,0.031774,1.419948,0.140132,0.954090,-0.005357,1.385648,0.122211,0.911911,-0.027644,1.416839,0.128535,0.029977,1.382553,0.125439,0.031724,1.419850,0.140174,-0.005068,1.385522,0.122399,0.352510,1.457696,0.201405,0.112825,1.398469,0.131742,-0.123168,1.428666,0.111943,-0.223980,1.459935,0.102178,-0.159684,1.460130,0.100772,-0.215684,1.429021,0.103651,-0.168942,1.410958,0.100741,0.233347,1.392772,0.178723,0.201626,1.424708,0.152074,0.273538,1.454819,0.175261,0.282967,1.417874,0.172938,,,,,,,,,,,,,,,,,,,,,
504,4.200000,-0.072299,0.073804,0.277802,-0.955067,0.248080,1.421737,0.169899,0.000125,0.233691,1.391937,0.178821,0.967852,0.201669,1.423608,0.152243,0.962797,0.273633,1.454031,0.175510,0.980820,0.283326,1.417373,0.173024,0.947470,0.478856,0.354485,-0.401856,0.695377,-0.191960,1.437388,0.102022,0.000220,-0.224048,1.457116,0.102241,0.976501,-0.159338,1.457829,0.101119,0.935559,-0.215733,1.426200,0.103907,0.945337,-0.168722,1.408408,0.100820,0.979042,-0.241810,-0.132946,0.426717,-0.861258,0.007443,1.399383,0.129294,0.000322,-0.027531,1.414822,0.128701,0.968349,0.030514,1.380681,0.125798,0.910822,0.031878,1.418242,0.140320,0.958040,-0.005089,1.383788,0.122358,0.897069,-0.027508,1.414907,0.128609,0.030237,1.380851,0.125651,0.031798,1.418097,0.140346,-0.004755,1.383678,0.122572,0.352516,1.457319,0.201336,0.113106,1.397100,0.131861,-0.123066,1.426271,0.112052,-0.224012,1.457188,0.102290,-0.159555,1.457691,0.101099,-0.215527,1.426200,0.103832,-0.168747,1.408474,0.100866,0.233749,1.391926,0.178935,0.201807,1.423640,0.152198,0.273598,1.454016,0.175576,0.283166,1.417367,0.172888,,,,,,,,,,,,,,,,,,,,,
505,4.208333,-0.071017,0.074506,0.276427,-0.955507,0.248128,1.421002,0.170054,0.000150,0.233809,1.391192,0.179057,0.967852,0.201726,1.422698,0.152357,0.962797,0.273593,1.453379,0.175584,0.980820,0.283383,1.416738,0.173219,0.947470,0.478941,0.355164,-0.400527,0.695739,-0.191893,1.434618,0.102126,0.000192,-0.224035,1.454258,0.102349,0.976501,-0.159327,1.455149,0.101271,0.935559,-0.215636,1.423363,0.103981,0.945337,-0.168575,1.405704,0.100903,0.979042,-0.240841,-0.132884,0.424141,-0.862810,0.007715,1.397508,0.129413,0.000268,-0.027351,1.412736,0.128759,0.968349,0.030901,1.378938,0.125972,0.910822,0.032026,1.416533,0.140427,0.958040,-0.004718,1.381825,0.122493,0.897069,-0.027358,1.412801,0.128652,0.030726,1.379138,0.125843,0.031966,1.416330,0.140439,-0.004475,1.381763,0.122716,0.352519,1.457099,0.201424,0.113305,1.395825,0.132185,-0.122984,1.423784,0.112227,-0.223991,1.454299,0.102395,-0.159600,1.455077,0.101257,-0.215384,1.423447,0.103908,-0.168598,1.405651,0.100943,0.233928,1.391172,0.179140,0.201831,1.422755,0.152323,0.273549,1.453416,0.175614,0.283203,1.416663,0.173141,,,,,,,,,,,,,,,,,,,,,
506,4.216667,-0.070852,0.074585,0.274062,-0.956194,0.248296,1.420177,0.170118,0.000128,0.234119,1.390305,0.179141,0.971949,0.201891,1.421633,0.152405,0.961640,0.273602,1.452682,0.175629,0.982059,0.283570,1.416087,0.173296,0.961103,0.478024,0.356930,-0.399798,0.695885,-0.191744,1.431834,0.102264,0.000253,-0.223953,1.451362,0.102574,0.966613,-0.159251,1.452478,0.101341,0.918866,-0.215443,1.420494,0.104170,0.952425,-0.168328,1.403001,0.100970,0.967553,-0.239127,-0.131931,0.422422,-0.864276,0.007995,1.395508,0.129615,0.000395,-0.027133,1.410586,0.128851,0.960197,0.031263,1.377023,0.126281,0.000000,0.032211,1.414679,0.140587,0.899499,-0.004362,1.379746,0.122741,0.938206,-0.027013,1.410677,0.128902,0.031105,1.377268,0.125974,0.031866,1.414508,0.140471,-0.004137,1.379825,0.122807,0.352601,1.456757,0.201526,0.113602,1.394407,0.132264,-0.122742,1.421364,0.112382,-0.223854,1.451417,0.102645,-0.159515,1.452293,0.101309,-0.215283,1.420511,0.104068,-0.168322,1.403114,0.101033,0.234170,1.390235,0.179212,0.202028,1.421701,0.152395,0.273548,1.452729,0.175634,0.283436,1.416043,0.173230,,,,,,,,,,,,,,,,,,,,,
507,4.225000,-0.070012,0.075435,0.272271,-0.956701,0.248433,1.419439,0.170256,0.000149,0.234348,1.389540,0.179332,0.971949,0.202048,1.420692,0.152478,0.961640,0.273620,1.452044,0.175723,0.982059,0.283717,1.415479,0.173491,0.961103,0.477154,0.358263,-0.398378,0.696610,-0.191636,1.429006,0.102488,0.000243,-0.223931,1.448391,0.102824,0.966613,-0.159236,1.449795,0.101548,0.918866,-0.215283,1.417561,0.104409,0.952425,-0.168093,1.400278,0.101174,0.967553,-0.239665,-0.133402,0.419971,-0.865095,0.008246,1.393529,0.129663,0.000420,-0.026965,1.408415,0.128959,0.960197,0.031614,1.375179,0.126268,0.000000,0.032364,1.412806,0.140664,0.899499,-0.004028,1.377715,0.122759,0.938206,-0.026821,1.408555,0.129030,0.031456,1.375440,0.126022,0.031998,1.412661,0.140553,-0.003805,1.377720,0.122799,0.352626,1.456497,0.201733,0.113894,1.392892,0.132269,-0.122564,1.418778,0.112493,-0.223853,1.448421,0.102845,-0.159538,1.449692,0.101548,-0.215010,1.417643,0.104364,-0.168142,1.400269,0.101196,0.234399,1.389527,0.179341,0.202218,1.420702,0.152514,0.273614,1.452085,0.175718,0.283503,1.415440,0.173452,,,,,,,,,,,,,,,,,,,,,
508,4.233333,-0.068075,0.075569,0.270497,-0.957333,0.248480,1.418588,0.170390,0.000115,0.234503,1.388679,0.179599,0.969556,0.202079,1.419609,0.152638,0.975882,0.273558,1.451302,0.175706,0.983124,0.283779,1.414762,0.173619,0.960719,0.477872,0.358807,-0.396228,0.697064,-0.191474,1.426030,0.102577,0.000277,-0.223835,1.445305,0.102891,0.976328,-0.159142,1.446930,0.101760,0.912139,-0.215087,1.414501,0.104416,0.934274,-0.167832,1.397385,0.101241,0.968159,-0.239969,-0.133252,0.418633,-0.865682,0.008550,1.391510,0.129750,0.000414,-0.026699,1.406303,0.129008,0.950302,0.031971,1.373224,0.126377,0.000000,0.032603,1.410846,0.140793,0.902488,-0.003673,1.375668,0.122823,0.939572,-0.026593,1.406456,0.129077,0.031814,1.373500,0.126191,0.032258,1.410699,0.140684,-0.003435,1.375661,0.122862,0.352505,1.456341,0.202004,0.114184,1.391361,0.132305,-0.122386,1.416158,0.112558,-0.223824,1.445386,0.102939,-0.159404,1.446697,0.101742,-0.214837,1.414535,0.104342,-0.167831,1.397504,0.101286,0.234596,1.388652,0.179673,0.202151,1.419664,0.152603,0.273516,1.451350,0.175730,0.283656,1.414688,0.173556,,,,,,,,,,,,,,,,,,,,,
509,4.241667,-0.067257,0.077004,0.268734,-0.957773,0.248613,1.417757,0.170529,0.000134,0.234712,1.387827,0.179783,0.969556,0.202254,1.418577,0.152659,0.975882,0.273570,1.450567,0.175818,0.983124,0.283917,1.414056,0.173855,0.960719,0.476964,0.360747,-0.394862,0.697461,-0.191259,1.423149,0.102702,0.000215,-0.223710,1.442270,0.103092,0.976328,-0.159028,1.444202,0.101844,0.912139,-0.214814,1.411507,0.104574,0.934274,-0.167484,1.394616,0.101298,0.968159,-0.239950,-0.134043,0.416276,-0.866701,0.008892,1.389539,0.129884,0.000405,-0.026436,1.404145,0.129152,0.950302,0.032409,1.371381,0.126497,0.000000,0.032841,1.408994,0.140942,0.902488,-0.003247,1.373637,0.122944,0.939572,-0.026415,1.404314,0.129212,0.032242,1.371657,0.126365,0.032540,1.408825,0.140834,-0.002967,1.373636,0.122992,0.352549,1.455973,0.202147,0.114428,1.389810,0.132456,-0.122221,1.413576,0.112614,-0.223605,1.442308,0.103151,-0.159288,1.444081,0.101819,-0.214650,1.411548,0.104487,-0.167492,1.394657,0.101350,0.234686,1.387757,0.179823,0.202437,1.418597,0.152683,0.273574,1.450580,0.175822,0.283755,1.414093,0.173786,,,,,,,,,,,,,,,,,,,,,
510,4.250000,-0.066265,0.077743,0.265872,-0.958581,0.248769,1.416961,0.170642,0.000123,0.235027,1.386979,0.179966,0.979997,0.202426,1.417468,0.152717,0.958327,0.273533,1.449928,0.175867,0.981678,0.284089,1.413470,0.174019,0.959189,0.475739,0.361723,-0.393143,0.698761,-0.191126,1.420095,0.102787,0.000240,-0.223677,1.439046,0.103150,0.983291,-0.159005,1.441316,0.101917,0.927582,-0.214620,1.408331,0.104664,0.933462,-0.167202,1.391686,0.101415,0.979833,-0.241976,-0.135856,0.413990,-0.866951,0.009219,1.387557,0.129998,0.000336,-0.026174,1.402007,0.129356,0.974878,0.032817,1.369523,0.126505,0.917819,0.033084,1.407058,0.141156,0.933859,-0.002850,1.371639,0.122974,0.928667,-0.026140,1.402098,0.129332,0.032621,1.369787,0.126496,0.033002,1.406814,0.141094,-0.002605,1.371527,0.123069,0.352522,1.455527,0.202178,0.114752,1.388317,0.132435,-0.121941,1.410788,0.112699,-0.223643,1.439083,0.103194,-0.159249,1.441159,0.101903,-0.214371,1.408393,0.104594,-0.167241,1.391743,0.101456,0.234986,1.386918,0.179996,0.202591,1.417464,0.152743,0.273557,1.449995,0.175882,0.283942,1.413468,0.173949,,,,,,,,,,,,,,,,,,,,,
511,4.258333,-0.065362,0.078158,0.264517,-0.958984,0.248905,1.416101,0.170739,0.000079,0.235237,1.386103,0.180123,0.985884,0.202569,1.416446,0.152793,0.971226,0.273581,1.449143,0.175901,0.984077,0.284233,1.412709,0.174139,0.974120,0.476804,0.363451,-0.389547,0.699153,-0.190918,1.417046,0.102874,0.000212,-0.223587,1.435793,0.103264,0.972132,-0.158928,1.438470,0.102180,0.937757,-0.214342,1.405127,0.104641,0.948222,-0.166815,1.388793,0.101409,0.977348,-0.242201,-0.135598,0.411016,-0.868342,0.009546,1.385542,0.130041,0.000314,-0.025933,1.399776,0.129317,0.976667,0.033263,1.367655,0.126600,0.906544,0.033264,1.405186,0.141263,0.939406,-0.002408,1.369553,0.122982,0.926120,-0.025906,1.399786,0.129228,0.033013,1.367926,0.126537,0.033252,1.404945,0.141241,-0.002173,1.369514,0.123157,0.352583,1.455216,0.202296,0.115106,1.386842,0.132482,-0.121665,1.408271,0.112835,-0.223541,1.435869,0.103331,-0.159135,1.438336,0.102149,-0.214159,1.405122,0.104545,-0.166837,1.388857,0.101470,0.235242,1.386083,0.180176,0.202680,1.416474,0.152789,0.273530,1.449176,0.175922,0.284166,1.412670,0.174069,,,,,,,,,,,,,,,,,,,,,
